,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,HasBsmt,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
58,1426,1519,0,3,1Fam,0.0,0.0,0.0,0.0,1410.0,Y,Norm,Norm,SBrkr,37,TA,Ex,VinylSd,VinylSd,1,PConc,3,Typ,641.0,3.0,7.987864096085687,1,1,GasA,Ex,2Story,59,1,Gd,HLS,Gtl,13682,CulDSac,IR2,0,60,RL,0,10,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,New,0,Pave,10,7.251344983372214,AllPub,192,2006,2006,2006
59,780,0,0,2,1Fam,632.0,0.0,0.0,0.0,148.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,352.0,1.0,6.659293919683638,0,1,GasA,Ex,1Story,60,1,TA,Bnk,Gtl,7200,Inside,Reg,0,20,RL,0,1,CollgCr,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.659293919683638,AllPub,196,1972,1972,2008
60,1158,0,0,3,1Fam,941.0,0.0,1.0,0.0,217.0,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,1,Typ,576.0,2.0,7.05444965813294,1,1,GasA,Ex,1Story,61,1,Gd,Lvl,Gtl,13072,Inside,Reg,0,20,RL,0,5,SawyerW,50,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,5,7.05444965813294,AllPub,0,2004,2004,2006
61,581,530,0,3,1Fam,0.0,0.0,0.0,0.0,530.0,N,Norm,Norm,SBrkr,144,TA,TA,MetalSd,MetalSd,0,BrkTil,1,Typ,288.0,1.0,7.01301578963963,0,1,GasA,TA,2.5Unf,62,1,Fa,Lvl,Gtl,7200,Inside,Reg,0,75,RM,0,3,IDOTRR,0,7,5,N,0,CompShg,Gable,Normal,WD,0,Pave,6,6.272877006546167,AllPub,0,1920,1996,2007
62,1370,0,0,2,TwnhsE,24.0,0.0,0.0,0.0,1346.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,484.0,2.0,7.222566018822171,0,1,GasA,Ex,1Story,63,1,Gd,Lvl,Gtl,6442,Inside,IR1,0,120,RL,0,10,NridgHt,49,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.222566018822171,AllPub,120,2006,2006,2007
63,902,808,0,3,1Fam,0.0,0.0,0.0,0.0,576.0,Y,RRAn,Feedr,SBrkr,64,TA,TA,Stucco,Stucco,0,BrkTil,2,Typ,480.0,2.0,7.444248649496705,0,1,GasA,Gd,2Story,64,1,TA,Bnk,Gtl,10300,Inside,IR1,0,70,RM,0,4,OldTown,11,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,6.3561076606958915,AllPub,12,1921,1950,2010
64,1057,977,0,3,1Fam,739.0,0.0,1.0,0.0,318.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,2,Typ,645.0,2.0,7.617759576608505,1,1,GasA,Ex,2Story,65,1,Gd,Lvl,Gtl,9375,Inside,Reg,0,60,RL,0,2,CollgCr,36,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.963189985870238,AllPub,576,1997,1998,2009
65,1143,1330,0,4,1Fam,0.0,0.0,0.0,0.0,1143.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,852.0,3.0,7.813187267521416,1,1,GasA,Ex,2Story,66,1,Gd,Lvl,Gtl,9591,Inside,Reg,0,60,RL,0,10,NridgHt,151,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.04141166379481,AllPub,192,2004,2005,2007
66,2207,0,0,3,1Fam,912.0,0.0,1.0,0.0,1035.0,Y,PosA,Norm,SBrkr,0,TA,TA,Plywood,Plywood,1,CBlock,2,Min1,576.0,2.0,7.699389406256737,0,1,GasA,TA,1Story,67,1,TA,Lvl,Gtl,19900,Inside,Reg,0,20,RL,0,7,NAmes,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.5740450053721995,AllPub,301,1970,1989,2010
67,1479,0,0,3,1Fam,1013.0,0.0,1.0,0.0,440.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,558.0,2.0,7.2991214627108,0,1,GasA,Ex,1Story,68,1,Gd,Lvl,Gtl,10665,Inside,IR1,0,20,RL,0,6,CollgCr,29,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.2813856635702825,AllPub,144,2003,2003,2007
68,747,0,0,2,1Fam,0.0,0.0,0.0,0.0,747.0,Y,Artery,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,0,CBlock,1,Typ,220.0,1.0,6.616065185132817,0,1,GasA,TA,1Story,69,1,TA,Lvl,Gtl,4608,Corner,Reg,0,30,RM,0,6,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.616065185132817,AllPub,0,1945,1950,2010
69,1304,983,0,3,1Fam,603.0,0.0,0.0,0.0,701.0,Y,Norm,Norm,SBrkr,114,TA,Gd,BrkFace,AsbShng,1,CBlock,2,Typ,667.0,2.0,7.734996194022781,0,1,GasW,TA,1.5Fin,70,1,TA,Lvl,Gtl,15593,Corner,Reg,0,50,RL,0,7,ClearCr,21,4,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.1731917424865985,AllPub,0,1953,1953,2006
70,2223,0,0,3,1Fam,1880.0,0.0,1.0,0.0,343.0,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,2,CBlock,2,Typ,516.0,2.0,7.706612913964197,0,1,GasA,Ex,1Story,71,1,TA,Lvl,Gtl,13651,Inside,IR1,0,20,RL,0,2,NAmes,0,6,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,7.706612913964197,AllPub,300,1973,1973,2007
71,845,0,0,2,1Fam,565.0,0.0,1.0,0.0,280.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,0,CBlock,1,Typ,360.0,2.0,6.739336627357174,0,1,GasA,TA,1Story,72,1,TA,Lvl,Gtl,7599,Corner,Reg,0,20,RL,0,6,Mitchel,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.739336627357174,AllPub,0,1982,2006,2007
72,885,833,0,3,1Fam,0.0,0.0,0.0,0.0,832.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,427.0,2.0,7.4489161025442,1,1,GasA,Gd,2Story,73,1,TA,Lvl,Gtl,10141,Corner,IR1,0,60,RL,0,12,Gilbert,94,5,7,Y,0,CompShg,Gable,Normal,WD,291,Pave,7,6.723832440821209,AllPub,0,1998,1998,2009
73,1086,0,0,3,1Fam,320.0,362.0,1.0,0.0,404.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,0,CBlock,1,Typ,490.0,2.0,6.990256500493881,0,1,GasA,Gd,1Story,74,1,TA,Lvl,Gtl,10200,Inside,Reg,0,20,RL,0,5,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.990256500493881,AllPub,0,1954,2003,2010
74,840,765,0,3,1Fam,0.0,0.0,0.0,0.0,840.0,N,Norm,Norm,SBrkr,202,Gd,Gd,VinylSd,VinylSd,0,CBlock,2,Typ,379.0,1.0,7.380879035564116,0,1,GasA,Gd,2Story,75,2,TA,Lvl,Gtl,5790,Corner,Reg,0,50,RM,0,5,OldTown,0,6,3,Y,0,CompShg,Gambrel,Normal,WD,0,Pave,8,6.733401891837359,AllPub,0,1915,1950,2010
75,526,462,0,2,Twnhs,462.0,0.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,0,CBlock,1,Typ,297.0,1.0,6.895682697747868,0,1,GasA,TA,SLvl,76,1,TA,Lvl,Gtl,1596,Inside,Reg,0,180,RM,0,11,MeadowV,101,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.135564891081739,AllPub,120,1973,1973,2009
76,952,0,0,2,1Fam,228.0,0.0,0.0,0.0,724.0,Y,Norm,Norm,FuseA,0,TA,TA,VinylSd,VinylSd,0,CBlock,1,Typ,283.0,1.0,6.858565034791365,0,1,GasA,Ex,1Story,77,1,TA,Lvl,Gtl,8475,Inside,IR1,0,20,RL,0,4,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.858565034791365,AllPub,0,1956,1956,2008
77,1072,213,0,2,1Fam,336.0,41.0,1.0,0.0,295.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,0,CBlock,1,Min1,240.0,1.0,7.158513997329321,0,1,GasA,TA,1.5Fin,78,1,TA,Lvl,Gtl,8635,Inside,Reg,0,50,RM,0,1,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.51025834052315,AllPub,0,1948,2001,2008
78,1768,0,0,4,Duplex,0.0,0.0,0.0,0.0,1768.0,N,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,2,Typ,0.0,0.0,7.477604243197589,0,1,GasA,TA,1Story,79,2,TA,Lvl,Gtl,10778,Inside,Reg,0,90,RL,0,4,Sawyer,0,5,4,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,7.477604243197589,AllPub,0,1968,1968,2010
79,682,548,0,2,1Fam,0.0,0.0,0.0,0.0,440.0,Y,Norm,Norm,SBrkr,128,TA,TA,Wd Sdng,Wd Sdng,0,PConc,1,Typ,440.0,2.0,7.114769448366463,1,1,GasA,Gd,2Story,80,1,TA,Lvl,Gtl,10440,Corner,Reg,0,50,RM,0,5,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.0867747269123065,AllPub,74,1910,1981,2009
80,1182,960,0,4,1Fam,448.0,0.0,0.0,0.0,448.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,1,CBlock,2,Typ,509.0,1.0,7.669495251007694,1,1,GasA,TA,2Story,81,1,Gd,Lvl,Gtl,13000,Corner,Reg,0,60,RL,0,6,NAmes,72,6,6,Y,0,CompShg,Gable,Normal,WD,252,Pave,8,6.79794041297493,AllPub,0,1968,1968,2009
81,1337,0,0,2,TwnhsE,1201.0,0.0,1.0,0.0,36.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,0,PConc,2,Typ,405.0,2.0,7.198183577101943,0,1,GasA,Ex,1Story,82,1,TA,Lvl,Gtl,4500,FR2,Reg,0,120,RM,0,3,Mitchel,199,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,7.1204443723924875,AllPub,0,1998,1998,2006
82,1563,0,0,3,1Fam,33.0,0.0,0.0,0.0,1530.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,758.0,3.0,7.354362330421477,0,1,GasA,Ex,1Story,83,1,Gd,Lvl,Gtl,10206,Inside,Reg,0,20,RL,0,10,Somerst,99,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.354362330421477,AllPub,144,2007,2007,2008
83,1065,0,0,3,1Fam,0.0,0.0,0.0,0.0,1065.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,0,CBlock,1,Typ,461.0,2.0,6.970730078143525,1,1,GasA,Gd,1Story,84,1,TA,Lvl,Gtl,8892,Inside,IR1,0,20,RL,0,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,COD,0,Pave,6,6.970730078143525,AllPub,74,1960,1960,2007
84,804,670,0,3,1Fam,0.0,0.0,0.0,0.0,384.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,PConc,2,Typ,400.0,2.0,7.295735072749282,1,1,GasA,Gd,SLvl,85,1,TA,Lvl,Gtl,8530,Inside,IR1,0,80,RL,700,5,Gilbert,72,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,5.950642552587727,AllPub,120,1995,1996,2009
85,1301,1116,0,4,1Fam,0.0,0.0,0.0,0.0,1288.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,1,CBlock,2,Typ,462.0,2.0,7.790282380703483,1,1,GasA,Ex,2Story,86,1,Gd,Lvl,Gtl,16059,Corner,Reg,0,60,RL,0,4,NoRidge,82,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,9,7.160845906664299,AllPub,127,1991,1992,2006
86,684,876,0,3,1Fam,0.0,0.0,0.0,0.0,684.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,400.0,2.0,7.352441100243583,1,1,GasA,Ex,2Story,87,1,Gd,Lvl,Gtl,11911,Inside,IR2,0,60,RL,0,3,Gilbert,38,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.52795791762255,AllPub,100,2005,2005,2009
87,612,612,0,2,TwnhsE,0.0,0.0,0.0,0.0,612.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,528.0,2.0,7.1098794630722715,1,1,GasA,Ex,2Story,88,1,Gd,Lvl,Gtl,3951,Corner,Reg,0,160,FV,0,6,Somerst,234,5,6,Y,0,CompShg,Gable,Partial,New,0,Pave,4,6.416732282512326,AllPub,0,2009,2009,2009
88,1013,0,0,2,1Fam,0.0,0.0,0.0,0.0,1013.0,N,Feedr,Feedr,SBrkr,156,Fa,Fa,Plywood,Plywood,0,CBlock,1,Typ,0.0,0.0,7.330405211844402,0,1,GasA,TA,1.5Fin,89,1,Fa,Lvl,Gtl,8470,Corner,IR1,513,50,C (all),0,10,IDOTRR,0,2,3,N,0,CompShg,Hip,Abnorml,ConLD,0,Pave,6,6.920671504248683,AllPub,0,1915,1982,2009
89,990,0,0,3,1Fam,588.0,0.0,1.0,0.0,402.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,1,Typ,0.0,0.0,6.897704943128636,0,1,GasA,Ex,1Story,90,1,TA,Lvl,Gtl,8070,Inside,Reg,0,20,RL,0,8,CollgCr,0,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.897704943128636,AllPub,0,1994,1995,2007
90,1040,0,0,2,1Fam,0.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,Wd Sdng,0,Slab,1,Typ,420.0,2.0,6.946975992135418,0,0,GasA,TA,1Story,91,1,TA,Lvl,Gtl,7200,Inside,Reg,0,20,RL,0,7,NAmes,29,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,0.0,AllPub,0,1950,1950,2006
91,1235,0,0,2,1Fam,600.0,0.0,0.0,0.0,635.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,480.0,2.0,7.118826249062078,0,1,GasA,TA,1Story,92,1,TA,Lvl,Gtl,8500,Inside,Reg,0,20,RL,0,12,NAmes,0,3,5,Y,0,CompShg,Hip,Abnorml,WD,0,Pave,6,7.118826249062078,AllPub,0,1961,1961,2006
92,964,0,0,2,1Fam,713.0,0.0,1.0,0.0,163.0,Y,Norm,Norm,SBrkr,44,Gd,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,432.0,2.0,6.871091294610546,0,1,GasA,Ex,1Story,93,1,TA,HLS,Gtl,13360,Inside,IR1,0,30,RL,0,8,Crawfor,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.775366090936392,AllPub,0,1921,2006,2009
93,1260,1031,0,4,2fmCon,1046.0,0.0,0.0,1.0,168.0,N,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,1,BrkTil,2,Typ,506.0,2.0,7.736743682453495,0,1,GasW,Ex,2.5Unf,94,2,TA,Lvl,Gtl,7200,Corner,Reg,0,190,C (all),0,11,OldTown,0,6,6,Y,0,CompShg,Hip,Normal,WD,99,Pave,9,7.101675971619444,AllPub,0,1910,1998,2007
94,905,881,0,3,1Fam,648.0,0.0,1.0,0.0,176.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,0,PConc,2,Typ,684.0,2.0,7.487733761436444,1,1,GasA,Ex,2Story,95,1,Gd,Lvl,Gtl,9337,Inside,IR1,0,60,RL,0,5,CollgCr,162,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.714170529909472,AllPub,0,1997,1997,2007
95,680,790,0,3,1Fam,310.0,0.0,0.0,0.0,370.0,Y,Norm,Norm,SBrkr,0,Gd,Ex,VinylSd,VinylSd,1,PConc,2,Typ,420.0,2.0,7.293017679772782,1,1,GasA,Gd,2Story,96,1,TA,Lvl,Gtl,9765,Corner,IR2,0,60,RL,480,4,Gilbert,63,8,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.522092798170152,AllPub,232,1993,1993,2009
96,1588,0,0,3,1Fam,1162.0,0.0,0.0,0.0,426.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,472.0,2.0,7.370230641807081,0,1,GasA,Ex,1Story,97,1,Gd,Lvl,Gtl,10264,Inside,IR1,0,20,RL,0,8,CollgCr,29,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.370230641807081,AllPub,158,1999,1999,2006
97,960,0,0,3,1Fam,520.0,0.0,1.0,0.0,440.0,Y,Norm,Norm,FuseF,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,432.0,1.0,6.866933284461882,0,1,GasA,TA,1Story,98,1,TA,HLS,Gtl,10921,Inside,Reg,0,20,RL,0,5,Edwards,0,5,4,P,0,CompShg,Hip,Normal,WD,0,Pave,6,6.866933284461882,AllPub,120,1965,1965,2007
98,835,0,0,2,1Fam,108.0,0.0,0.0,0.0,350.0,N,Norm,Norm,SBrkr,77,TA,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,366.0,1.0,6.727431724850855,0,1,GasA,Fa,1Story,99,1,TA,Lvl,Gtl,10625,Corner,Reg,0,30,RL,400,5,Edwards,0,5,5,Y,0,CompShg,Gable,Abnorml,COD,0,Pave,5,6.126869184114185,AllPub,0,1920,1950,2010
99,1225,0,0,3,1Fam,569.0,0.0,1.0,0.0,381.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,0,CBlock,1,Typ,0.0,0.0,7.110696122978827,1,1,GasA,Fa,1Story,100,1,TA,Lvl,Gtl,9320,Inside,IR1,0,20,RL,400,1,NAmes,0,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.856461984594587,AllPub,352,1959,1959,2010
100,1610,0,0,3,1Fam,1200.0,0.0,1.0,0.0,410.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,2,PConc,2,Typ,480.0,2.0,7.383989457978509,0,1,GasA,Gd,1Story,101,1,Gd,Lvl,Gtl,10603,Inside,IR1,0,20,RL,0,2,NWAmes,68,7,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.383989457978509,AllPub,168,1977,2001,2010
101,977,755,0,3,1Fam,0.0,0.0,0.0,0.0,741.0,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,1,CBlock,2,Typ,476.0,2.0,7.4570320891223805,1,1,GasA,TA,2Story,102,1,Gd,Lvl,Gtl,9206,Inside,Reg,0,60,RL,0,6,SawyerW,46,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.608000625296087,AllPub,192,1985,1985,2010
102,1535,0,0,4,Duplex,0.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,Fa,TA,HdBoard,HdBoard,0,Slab,2,Typ,410.0,2.0,7.336285660021297,0,0,GasA,TA,1Story,103,2,TA,Bnk,Gtl,7018,Inside,Reg,0,90,RL,0,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,WD,0,Pave,8,0.0,AllPub,0,1979,1979,2009
103,1226,0,0,3,1Fam,0.0,0.0,0.0,0.0,1226.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,2,Typ,740.0,3.0,7.111512116496157,0,1,GasA,Ex,1Story,104,1,Gd,Lvl,Gtl,10402,Corner,IR1,0,20,RL,0,5,CollgCr,36,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.111512116496157,AllPub,0,2009,2009,2010
104,1226,592,0,4,1Fam,224.0,0.0,0.0,0.0,816.0,Y,Norm,Norm,FuseF,0,Fa,TA,Stucco,Stucco,2,PConc,1,Typ,240.0,1.0,7.505492274737424,1,1,GasA,Ex,1.5Fin,105,1,TA,Lvl,Gtl,7758,Corner,Reg,0,50,RM,0,6,IDOTRR,0,4,7,Y,0,CompShg,Gable,Normal,WD,184,Pave,7,6.946975992135418,AllPub,0,1931,1950,2007
105,1053,939,0,3,1Fam,0.0,0.0,0.0,0.0,1053.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,648.0,2.0,7.596894438144544,1,1,GasA,Ex,2Story,106,1,Gd,Lvl,Gtl,9375,Inside,Reg,0,60,FV,0,8,Somerst,45,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,9,6.959398512133975,AllPub,140,2003,2004,2008
106,1047,0,0,2,1Fam,0.0,0.0,0.0,0.0,641.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,BrkTil,1,Typ,273.0,1.0,6.953684210870537,0,1,GasA,Gd,1Story,107,1,TA,Lvl,Gtl,10800,Inside,Reg,0,30,RM,450,8,OldTown,0,7,4,N,0,CompShg,Mansard,Normal,WD,0,Pave,6,6.46302945692067,AllPub,0,1885,1995,2007
107,789,0,0,2,1Fam,104.0,169.0,0.0,0.0,516.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,CBlock,1,Typ,250.0,1.0,6.670766320845874,0,1,GasA,Ex,1Story,108,1,TA,Lvl,Gtl,6000,Inside,Reg,0,20,RM,0,4,OldTown,0,5,5,Y,0,CompShg,Gable,Partial,WD,0,Pave,5,6.670766320845874,AllPub,0,1948,1950,2008
108,997,520,0,3,1Fam,0.0,0.0,0.0,0.0,793.0,N,Artery,Norm,FuseF,144,TA,TA,CemntBd,CmentBd,0,CBlock,2,Typ,0.0,0.0,7.324489979348532,0,1,GasW,TA,1.5Fin,109,1,Fa,Lvl,Gtl,8500,Corner,Reg,0,50,RM,0,8,IDOTRR,0,7,5,N,0,CompShg,Gable,Normal,WD,0,Pave,7,6.675823221634848,AllPub,0,1919,2005,2007
109,1844,0,0,3,1Fam,705.0,0.0,0.0,0.0,1139.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,1,CBlock,2,Typ,546.0,2.0,7.519692404116539,0,1,GasA,Ex,1Story,110,1,TA,Lvl,Gtl,11751,Inside,IR1,0,20,RL,0,1,NWAmes,122,6,6,Y,0,CompShg,Hip,Normal,COD,0,Pave,7,7.519692404116539,AllPub,0,1977,1977,2010
110,1216,639,0,4,1Fam,444.0,0.0,0.0,0.0,550.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,0,CBlock,2,Typ,325.0,1.0,7.5256399750415355,0,1,GasA,Gd,1.5Fin,111,1,TA,Lvl,Gtl,9525,Inside,Reg,0,50,RL,0,10,Edwards,0,4,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.901737206656574,AllPub,182,1954,1972,2006
111,774,656,0,3,1Fam,250.0,0.0,0.0,0.0,134.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,400.0,2.0,7.265429723253953,1,1,GasA,Ex,SLvl,112,1,TA,Lvl,Gtl,7750,Inside,IR1,0,80,RL,0,4,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,5.950642552587727,AllPub,180,2000,2000,2010
112,1282,1414,0,4,1Fam,984.0,0.0,1.0,0.0,280.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,792.0,3.0,7.899524472032198,1,1,GasA,Ex,2Story,113,1,Ex,Lvl,Gtl,9965,Inside,Reg,0,60,RL,0,10,CollgCr,184,5,7,Y,0,CompShg,Gable,Partial,New,168,Pave,10,7.142036574706803,AllPub,120,2007,2007,2007
113,2259,0,0,3,1Fam,35.0,869.0,1.0,0.0,905.0,Y,Norm,Norm,SBrkr,192,Gd,TA,Wd Sdng,Wd Sdng,2,CBlock,2,Typ,450.0,2.0,7.7226775164680035,0,1,GasA,TA,1Story,114,1,Gd,Bnk,Gtl,21000,Corner,Reg,0,20,RL,0,10,Crawfor,120,5,6,Y,0,CompShg,Hip,Abnorml,COD,0,Pave,7,7.500529485395295,AllPub,166,1953,1953,2007
114,1436,884,0,3,1Fam,774.0,150.0,1.0,0.0,104.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,1,CBlock,2,Typ,180.0,1.0,7.749322464660356,1,1,GasA,Ex,2Story,115,1,Gd,Lvl,Mod,7259,Inside,IR1,0,70,RL,0,7,Crawfor,0,8,6,Y,0,CompShg,Gambrel,Normal,WD,0,Pave,9,6.93537044601511,AllPub,224,1945,2002,2007
115,729,729,0,2,TwnhsE,419.0,0.0,0.0,0.0,310.0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,1,PConc,2,Typ,440.0,2.0,7.284820912568604,1,1,GasA,Gd,2Story,116,1,TA,Lvl,Gtl,3230,Corner,Reg,0,160,FV,0,6,Somerst,32,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.591673732008658,AllPub,0,1999,1999,2007
116,1092,0,0,3,1Fam,170.0,670.0,0.0,1.0,252.0,Y,Norm,Norm,SBrkr,144,TA,TA,Wd Sdng,Wd Sdng,1,CBlock,1,Typ,288.0,1.0,6.9957661563048505,0,1,GasA,TA,1Story,117,1,TA,Lvl,Gtl,11616,Inside,Reg,0,20,RL,0,9,Sawyer,20,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.9957661563048505,AllPub,0,1962,1962,2009
117,1125,0,0,2,1Fam,0.0,0.0,0.0,0.0,1125.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,PConc,1,Typ,430.0,2.0,7.025538314638521,1,1,GasA,Gd,1Story,118,1,TA,Lvl,Gtl,8536,Corner,Reg,0,20,RL,0,4,Edwards,64,5,5,Y,0,CompShg,Gable,Partial,New,0,Pave,5,7.025538314638521,AllPub,80,2006,2007,2007
